               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,           0.0068173,           0.0052044,                   0,             0.91872,             0.97623,             0.97849,             0.88194,           0.0032616,           0.0029276,                   0,            0.004522,            0.004522,            0.004522
                 168,           0.0071097,           0.0052008,                   0,             0.88888,             0.98176,             0.96835,             0.87575,           0.0032071,           0.0028682,                   0,            0.004489,            0.004489,            0.004489
                 169,           0.0068545,           0.0051968,                   0,             0.89508,             0.93182,              0.9732,             0.88104,           0.0032259,           0.0029764,                   0,            0.004456,            0.004456,            0.004456
                 170,           0.0069009,           0.0051783,                   0,             0.91569,             0.94091,             0.97592,             0.88381,           0.0031967,           0.0029759,                   0,            0.004423,            0.004423,            0.004423
                 171,           0.0063527,           0.0049471,                   0,             0.93776,             0.89091,             0.96808,             0.87969,           0.0032853,           0.0033355,                   0,             0.00439,             0.00439,             0.00439
                 172,           0.0068148,            0.005141,                   0,             0.94231,             0.89091,             0.96152,             0.87045,           0.0032224,           0.0033022,                   0,            0.004357,            0.004357,            0.004357
                 173,           0.0070724,           0.0053154,                   0,             0.89708,             0.95909,             0.96598,             0.87505,           0.0031762,           0.0033207,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.006779,           0.0051123,                   0,             0.90264,             0.92727,             0.96126,             0.87847,           0.0031213,           0.0031622,                   0,            0.004291,            0.004291,            0.004291
                 175,           0.0064943,           0.0051017,                   0,             0.91479,             0.92721,             0.95491,             0.87457,           0.0030361,           0.0031387,                   0,            0.004258,            0.004258,            0.004258
                 176,           0.0063334,            0.005053,                   0,             0.91887,             0.92727,             0.95711,             0.87355,           0.0030432,           0.0030166,                   0,            0.004225,            0.004225,            0.004225
                 177,           0.0062594,           0.0050601,                   0,             0.93517,             0.91818,             0.95586,             0.87174,           0.0031181,           0.0030411,                   0,            0.004192,            0.004192,            0.004192
                 178,           0.0064589,           0.0048871,                   0,             0.93488,             0.91351,             0.94246,              0.8538,           0.0031801,           0.0032011,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.006579,           0.0051345,                   0,              0.8909,             0.93182,             0.94438,             0.85071,           0.0032463,           0.0033176,                   0,            0.004126,            0.004126,            0.004126
                 180,           0.0064036,           0.0050442,                   0,             0.88884,             0.94545,             0.94736,             0.86218,            0.003119,           0.0033164,                   0,            0.004093,            0.004093,            0.004093
                 181,           0.0065445,           0.0049935,                   0,             0.91768,             0.91364,             0.94654,             0.86088,           0.0031587,           0.0032649,                   0,             0.00406,             0.00406,             0.00406
                 182,           0.0062134,           0.0049433,                   0,             0.94634,             0.88182,             0.95141,             0.86527,            0.003151,           0.0034706,                   0,            0.004027,            0.004027,            0.004027
                 183,           0.0062333,           0.0049826,                   0,             0.94633,             0.88182,             0.95083,             0.86567,           0.0032251,           0.0034922,                   0,            0.003994,            0.003994,            0.003994
                 184,           0.0068137,           0.0050621,                   0,             0.92953,             0.89938,             0.96143,             0.87632,           0.0032821,           0.0036069,                   0,            0.003961,            0.003961,            0.003961
                 185,           0.0065313,           0.0050233,                   0,             0.94175,             0.88179,             0.95717,              0.8731,           0.0031927,           0.0036816,                   0,            0.003928,            0.003928,            0.003928
                 186,           0.0060001,           0.0050101,                   0,             0.93265,             0.88182,              0.9517,             0.86727,           0.0031846,           0.0038388,                   0,            0.003895,            0.003895,            0.003895
                 187,           0.0064644,           0.0049726,                   0,             0.94203,             0.89091,             0.95487,             0.87335,           0.0031038,           0.0036007,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.006075,           0.0050772,                   0,             0.93752,             0.89091,             0.95624,             0.87453,           0.0030634,           0.0035089,                   0,            0.003829,            0.003829,            0.003829
                 189,           0.0066064,           0.0050474,                   0,             0.94175,             0.88182,             0.95668,             0.86961,           0.0031099,           0.0034453,                   0,            0.003796,            0.003796,            0.003796
                 190,           0.0068171,           0.0049301,                   0,             0.92741,             0.87273,             0.95751,             0.87144,           0.0030818,           0.0036106,                   0,            0.003763,            0.003763,            0.003763
                 191,           0.0064314,           0.0048916,                   0,             0.90047,             0.86364,             0.95351,             0.86497,            0.003106,           0.0036026,                   0,             0.00373,             0.00373,             0.00373
                 192,           0.0066934,           0.0048262,                   0,             0.93161,             0.86818,             0.95755,             0.86973,           0.0031797,           0.0036212,                   0,            0.003697,            0.003697,            0.003697
                 193,           0.0064661,           0.0049664,                   0,             0.92417,             0.88633,             0.96245,             0.87316,           0.0031649,            0.003405,                   0,            0.003664,            0.003664,            0.003664
                 194,           0.0062104,           0.0050331,                   0,             0.85535,             0.94091,             0.96276,             0.87002,             0.00321,           0.0035706,                   0,            0.003631,            0.003631,            0.003631
                 195,           0.0063802,           0.0049157,                   0,             0.85824,             0.96319,             0.96903,             0.87041,            0.003234,           0.0035474,                   0,            0.003598,            0.003598,            0.003598
                 196,           0.0061764,           0.0049809,                   0,             0.90625,             0.92271,             0.96732,             0.87763,           0.0031094,           0.0034702,                   0,            0.003565,            0.003565,            0.003565
                 197,           0.0064468,           0.0049486,                   0,             0.88489,             0.94545,             0.96247,              0.8723,           0.0031328,           0.0036767,                   0,            0.003532,            0.003532,            0.003532
                 198,           0.0061332,           0.0049092,                   0,             0.88081,             0.94058,             0.96489,             0.87575,           0.0031423,           0.0036985,                   0,            0.003499,            0.003499,            0.003499
                 199,           0.0059106,           0.0047785,                   0,             0.86662,             0.94511,             0.96628,             0.87609,           0.0031613,           0.0036034,                   0,            0.003466,            0.003466,            0.003466
                 200,           0.0062035,           0.0048634,                   0,             0.85179,             0.96658,             0.97107,             0.87661,           0.0031403,           0.0038157,                   0,            0.003433,            0.003433,            0.003433
                 201,           0.0067059,           0.0048002,                   0,              0.8392,             0.97264,              0.9693,             0.87952,           0.0031049,           0.0039945,                   0,              0.0034,              0.0034,              0.0034
                 202,           0.0064863,           0.0049151,                   0,             0.92641,             0.85909,             0.96235,             0.87806,           0.0031172,           0.0040674,                   0,            0.003367,            0.003367,            0.003367
                 203,           0.0063041,           0.0049728,                   0,               0.931,             0.85909,             0.96265,             0.87704,           0.0031454,           0.0040569,                   0,            0.003334,            0.003334,            0.003334
                 204,           0.0065132,           0.0049312,                   0,             0.86478,             0.93026,              0.9663,             0.87801,            0.003118,            0.003993,                   0,            0.003301,            0.003301,            0.003301
                 205,           0.0060371,           0.0047743,                   0,             0.87747,             0.94545,             0.96989,             0.88285,           0.0030447,           0.0038116,                   0,            0.003268,            0.003268,            0.003268
                 206,           0.0060293,           0.0046825,                   0,             0.87755,             0.94545,             0.96886,             0.88789,           0.0030255,           0.0036099,                   0,            0.003235,            0.003235,            0.003235
                 207,           0.0056993,           0.0048042,                   0,             0.87338,             0.94056,             0.96618,             0.88412,           0.0029878,           0.0036513,                   0,            0.003202,            0.003202,            0.003202
                 208,           0.0063787,           0.0048062,                   0,              0.9333,             0.89039,             0.96969,             0.88897,           0.0029455,           0.0036439,                   0,            0.003169,            0.003169,            0.003169
                 209,           0.0060366,           0.0048634,                   0,             0.88503,             0.94473,             0.96978,             0.88814,           0.0029513,           0.0036443,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.005917,           0.0047183,                   0,             0.90908,             0.90901,             0.96865,             0.88685,           0.0029593,           0.0036879,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0067755,            0.004682,                   0,             0.88265,             0.92727,             0.96524,             0.88224,           0.0029772,           0.0038182,                   0,             0.00307,             0.00307,             0.00307
                 212,           0.0061981,           0.0049017,                   0,              0.9318,             0.87273,             0.95884,             0.87814,           0.0029941,           0.0039855,                   0,            0.003037,            0.003037,            0.003037
                 213,           0.0058605,            0.004828,                   0,             0.84526,             0.96818,             0.96607,             0.88067,           0.0030342,           0.0038761,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0057469,           0.0047061,                   0,             0.93136,             0.86364,             0.96671,             0.88089,           0.0030363,           0.0039629,                   0,            0.002971,            0.002971,            0.002971
