               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,           0.0076332,           0.0057243,                   0,             0.99944,             0.92727,             0.98655,             0.88483,           0.0036192,           0.0036862,                   0,            0.003169,            0.003169,            0.003169
                  71,           0.0079025,           0.0057206,                   0,             0.99938,             0.92727,             0.97272,             0.86918,           0.0035221,           0.0038251,                   0,             0.00307,             0.00307,             0.00307
                  72,           0.0077331,           0.0057284,                   0,             0.98048,             0.91327,             0.97283,             0.87219,            0.003584,           0.0037293,                   0,            0.002971,            0.002971,            0.002971
                  73,           0.0071694,           0.0057278,                   0,             0.96205,              0.9219,             0.98178,             0.87402,           0.0036848,           0.0037507,                   0,            0.002872,            0.002872,            0.002872
                  74,           0.0068932,           0.0056362,                   0,             0.92212,             0.92727,             0.97578,              0.8757,            0.003519,            0.003731,                   0,            0.002773,            0.002773,            0.002773
                  75,           0.0069229,           0.0056221,                   0,             0.93432,             0.92727,             0.97263,             0.87291,           0.0033618,           0.0035106,                   0,            0.002674,            0.002674,            0.002674
                  76,           0.0072775,           0.0055802,                   0,             0.98048,             0.91344,             0.96982,             0.87405,           0.0034457,           0.0037407,                   0,            0.002575,            0.002575,            0.002575
                  77,           0.0071512,           0.0055494,                   0,              0.9663,             0.91246,             0.97379,             0.86924,           0.0035539,           0.0034753,                   0,            0.002476,            0.002476,            0.002476
                  78,           0.0069229,           0.0055697,                   0,              0.9066,             0.92727,             0.96101,             0.86329,           0.0033216,             0.00373,                   0,            0.002377,            0.002377,            0.002377
                  79,           0.0064551,            0.005444,                   0,             0.98444,             0.92727,             0.98089,             0.87632,           0.0034368,           0.0034976,                   0,            0.002278,            0.002278,            0.002278
                  80,           0.0069123,           0.0053683,                   0,             0.97394,             0.92727,             0.97923,             0.87222,           0.0036705,           0.0036975,                   0,            0.002179,            0.002179,            0.002179
                  81,           0.0071093,           0.0053718,                   0,             0.97514,             0.90455,             0.96402,             0.86689,           0.0035933,           0.0038198,                   0,             0.00208,             0.00208,             0.00208
                  82,           0.0072373,           0.0053111,                   0,             0.97581,             0.92727,             0.98077,             0.87928,           0.0037571,           0.0037682,                   0,            0.001981,            0.001981,            0.001981
                  83,           0.0067096,           0.0053118,                   0,             0.96948,             0.91364,             0.97938,             0.87949,           0.0036754,           0.0038055,                   0,            0.001882,            0.001882,            0.001882
                  84,           0.0064984,           0.0052507,                   0,             0.97988,             0.88547,             0.97039,             0.87364,           0.0036266,            0.003692,                   0,            0.001783,            0.001783,            0.001783
                  85,           0.0067552,           0.0053472,                   0,             0.97414,             0.90909,             0.96661,             0.87825,           0.0035087,           0.0036876,                   0,            0.001684,            0.001684,            0.001684
                  86,           0.0066251,           0.0052659,                   0,             0.90649,             0.92727,             0.96362,             0.86589,           0.0035382,           0.0039077,                   0,            0.001585,            0.001585,            0.001585
                  87,           0.0063654,           0.0052359,                   0,              0.9718,                 0.9,             0.96002,              0.8735,           0.0033681,           0.0039513,                   0,            0.001486,            0.001486,            0.001486
                  88,           0.0064076,           0.0052664,                   0,             0.97063,             0.90142,             0.97795,             0.88329,           0.0035151,           0.0036163,                   0,            0.001387,            0.001387,            0.001387
                  89,           0.0063788,           0.0052315,                   0,             0.97243,             0.92727,              0.9785,             0.88044,           0.0035704,           0.0036859,                   0,            0.001288,            0.001288,            0.001288
                  90,           0.0068429,           0.0051124,                   0,             0.97549,             0.90452,             0.97642,             0.87345,           0.0035481,           0.0038716,                   0,            0.001189,            0.001189,            0.001189
                  91,           0.0059875,            0.005231,                   0,             0.94795,             0.91818,             0.97147,             0.87922,            0.003456,           0.0038475,                   0,             0.00109,             0.00109,             0.00109
                  92,           0.0061038,           0.0052021,                   0,             0.94315,             0.91818,             0.97475,             0.87458,           0.0034581,            0.003622,                   0,            0.000991,            0.000991,            0.000991
                  93,           0.0064321,           0.0051067,                   0,             0.97387,             0.91818,              0.9759,             0.88263,           0.0034264,           0.0036488,                   0,            0.000892,            0.000892,            0.000892
                  94,           0.0062184,           0.0052114,                   0,             0.94333,             0.92273,             0.96705,             0.88247,           0.0033166,           0.0037999,                   0,            0.000793,            0.000793,            0.000793
                  95,           0.0066333,           0.0051654,                   0,             0.94705,             0.92727,             0.96583,             0.88128,           0.0033372,            0.003836,                   0,            0.000694,            0.000694,            0.000694
                  96,           0.0064383,           0.0050956,                   0,             0.97589,             0.92009,             0.96687,             0.87823,           0.0033176,           0.0038172,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.006318,           0.0050751,                   0,             0.97223,             0.91818,              0.9788,             0.89029,           0.0033312,           0.0036325,                   0,            0.000496,            0.000496,            0.000496
                  98,           0.0062454,           0.0050626,                   0,             0.95203,             0.92727,             0.97848,             0.88674,            0.003311,           0.0035467,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.005964,             0.00501,                   0,             0.95303,             0.92727,             0.97595,             0.88456,           0.0033305,           0.0036612,                   0,            0.000298,            0.000298,            0.000298
