               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.038732,            0.023385,                   0,             0.85261,             0.87119,              0.8986,             0.46161,            0.027752,            0.017175,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.038715,             0.02347,                   0,              0.8903,             0.85656,             0.90486,             0.46211,             0.02832,            0.016756,                   0,            0.006139,            0.006139,            0.006139
                  41,             0.03864,            0.022068,                   0,             0.88971,             0.84581,              0.8958,             0.45632,            0.027848,            0.017035,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.038593,            0.022681,                   0,             0.88652,             0.87383,             0.91529,             0.46776,             0.02791,            0.016816,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.038479,            0.022621,                   0,             0.89035,             0.86926,             0.91474,             0.46812,            0.027866,            0.016774,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.038099,            0.021311,                   0,             0.87545,             0.88766,              0.9204,             0.47377,             0.02747,            0.016946,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.037791,            0.022019,                   0,              0.8959,             0.85379,             0.90769,             0.46374,            0.027493,            0.016809,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.037986,            0.021809,                   0,             0.85379,             0.88323,             0.91575,             0.46986,            0.027571,            0.016814,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.037817,            0.021913,                   0,             0.88743,             0.88619,             0.91747,             0.47489,            0.027279,            0.016602,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.038101,            0.022717,                   0,             0.88621,             0.88147,             0.91942,             0.47872,             0.02702,            0.016763,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.037989,            0.022485,                   0,             0.88724,             0.88652,             0.91947,             0.48473,            0.026754,            0.016711,                   0,            0.005248,            0.005248,            0.005248
                  50,             0.03715,            0.021954,                   0,             0.90179,             0.87757,             0.92289,             0.48391,             0.02703,            0.016426,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.036865,            0.022584,                   0,             0.88949,             0.88261,             0.91892,             0.47861,            0.026894,            0.016471,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.037218,            0.021383,                   0,             0.89363,             0.88082,             0.91732,             0.48502,             0.02701,            0.016546,                   0,            0.004951,            0.004951,            0.004951
                  53,             0.03678,            0.022829,                   0,             0.90762,             0.88143,             0.92702,             0.49129,            0.026497,            0.016421,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.036504,            0.021864,                   0,             0.90457,             0.88119,             0.92382,             0.48987,            0.026711,            0.016425,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.036629,            0.021482,                   0,             0.89999,             0.88059,             0.92101,             0.48804,            0.026641,            0.016524,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.037021,            0.021837,                   0,              0.8947,             0.88677,             0.92284,             0.49022,            0.026441,            0.016343,                   0,            0.004555,            0.004555,            0.004555
                  57,             0.03661,            0.021166,                   0,             0.89876,             0.88343,             0.92742,             0.49208,            0.026485,            0.016425,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.037365,            0.022356,                   0,             0.90668,             0.88196,              0.9228,             0.48728,            0.026638,            0.016447,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.036605,            0.021424,                   0,             0.90448,             0.89107,              0.9211,             0.48391,            0.026404,            0.016407,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.036024,            0.020923,                   0,             0.90914,             0.88978,             0.92917,             0.49876,            0.026268,            0.016215,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.036305,            0.021921,                   0,              0.9115,             0.88457,             0.92967,             0.49398,            0.026399,            0.016285,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.036123,            0.021127,                   0,             0.89741,             0.89385,             0.92724,             0.49851,            0.025989,            0.016323,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.036718,            0.021684,                   0,               0.913,             0.88845,              0.9313,              0.4974,            0.026204,            0.016158,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.036246,            0.021778,                   0,             0.91363,              0.8939,             0.93204,             0.50505,            0.025932,            0.016171,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.035558,            0.021363,                   0,             0.91045,             0.89596,             0.93308,             0.50219,            0.025849,            0.016062,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.035561,             0.02161,                   0,             0.89536,             0.89971,             0.92879,             0.50247,            0.025797,            0.016316,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.035875,            0.021322,                   0,             0.89655,             0.89938,             0.93117,             0.50403,            0.025862,            0.016126,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.035533,            0.021629,                   0,             0.91894,             0.88847,             0.93475,             0.50764,            0.025659,            0.016041,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.035202,            0.021318,                   0,             0.91642,              0.8901,             0.93258,             0.50885,            0.025656,            0.016089,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.035785,            0.021458,                   0,             0.90576,             0.88887,             0.92948,             0.50299,            0.025594,            0.016062,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.036041,            0.021487,                   0,             0.90568,             0.89515,             0.93121,             0.50929,            0.025511,            0.016126,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.035403,             0.02111,                   0,             0.91732,             0.88245,             0.93064,             0.50703,            0.025556,            0.015981,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.035695,            0.020683,                   0,              0.9166,             0.89465,             0.93526,             0.50793,            0.025598,            0.015995,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.035526,            0.021012,                   0,             0.91198,             0.89743,             0.93213,             0.51384,            0.025195,            0.015945,                   0,            0.002773,            0.002773,            0.002773
                  75,             0.03592,            0.021025,                   0,             0.91664,             0.88798,             0.93557,             0.51276,            0.025258,             0.01588,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.035016,             0.02114,                   0,             0.91881,             0.89368,             0.93573,             0.51128,            0.025335,            0.016016,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.034764,            0.020534,                   0,             0.91517,             0.89824,             0.93766,             0.51717,            0.024904,            0.015811,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.034641,            0.020519,                   0,             0.91089,             0.89536,             0.93241,             0.51108,            0.025192,            0.015908,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.034485,            0.020397,                   0,             0.91801,             0.90237,             0.93883,             0.51817,            0.024924,            0.015811,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.034616,            0.020887,                   0,             0.92378,             0.89189,             0.93871,             0.52058,            0.024917,            0.015749,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.035109,            0.020914,                   0,             0.90979,              0.8958,             0.93542,             0.51367,            0.025034,             0.01585,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.034986,            0.020737,                   0,             0.91386,             0.89303,             0.93348,             0.51832,            0.024825,            0.015831,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.034545,            0.020403,                   0,             0.91005,             0.89645,             0.93368,             0.51531,            0.025083,            0.015888,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.034142,            0.021226,                   0,             0.92202,               0.899,             0.93971,             0.52051,             0.02477,            0.015698,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.034218,            0.020941,                   0,             0.91822,             0.90306,             0.93957,             0.52794,            0.024561,            0.015566,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.034032,            0.020517,                   0,             0.92285,             0.89189,             0.93803,              0.5247,            0.024666,            0.015643,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.034274,            0.020467,                   0,             0.92621,             0.89303,             0.94152,             0.52622,            0.024541,            0.015605,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.034527,            0.020901,                   0,             0.92486,             0.89808,             0.94276,             0.52554,            0.024609,            0.015645,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.034312,            0.020983,                   0,             0.91772,             0.90073,             0.93732,             0.52339,            0.024529,            0.015624,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.033791,            0.020549,                   0,             0.92047,             0.90073,             0.94008,             0.52898,            0.024449,            0.015588,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.034089,            0.020851,                   0,             0.91948,             0.90182,             0.94032,             0.52777,            0.024543,            0.015635,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.033892,            0.021228,                   0,             0.92646,             0.90051,             0.94036,             0.52697,            0.024559,            0.015576,                   0,            0.000991,            0.000991,            0.000991
                  93,             0.03409,            0.020424,                   0,             0.92162,             0.89973,             0.93964,             0.52966,            0.024476,            0.015553,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.034108,            0.021482,                   0,              0.9266,             0.90019,              0.9417,             0.53205,            0.024312,            0.015468,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.033628,             0.02092,                   0,             0.92121,             0.90037,             0.94022,             0.52999,            0.024464,            0.015526,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.033467,            0.020045,                   0,             0.92552,             0.90117,             0.94176,             0.52975,            0.024449,            0.015558,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.034104,            0.020975,                   0,             0.92845,             0.89971,             0.94205,             0.53205,            0.024276,             0.01551,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.033363,            0.019964,                   0,             0.93205,             0.89531,             0.94225,              0.5319,            0.024209,            0.015475,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.033896,            0.021328,                   0,             0.92494,             0.89888,             0.94073,             0.52949,             0.02426,            0.015525,                   0,            0.000298,            0.000298,            0.000298
